State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield
Karnataka,KALABURAGI,2006,Kharif,Rapeseed &Mustard,5.0,1.0,0.2
Karnataka,DHARWAD,1998,Kharif,Rapeseed &Mustard,9.0,1.0,0.1111111111111111
Karnataka,CHITRADURGA,2002,Whole Year,Cashewnut Processed,7.0,1.0,0.1428571428571428
Karnataka,MANDYA,2004,Summer,Sunflower,2.0,1.0,0.5
Karnataka,RAMANAGARA,2014,Kharif,Moong,6.0,1.0,0.1666666666666666
Karnataka,GADAG,2012,Kharif,Rapeseed &Mustard,3.0,1.0,0.3333333333333333
Karnataka,KODAGU,2003,Kharif,Groundnut,2.0,1.0,0.5
Karnataka,RAMANAGARA,2013,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,BENGALURU URBAN,2012,Kharif,Sunflower,1.0,1.0,1.0
Karnataka,HAVERI,2014,Whole Year,Sannhamp,5.0,1.0,0.2
Karnataka,BENGALURU RURAL,1999,Rabi,Urad,2.0,1.0,0.5
Karnataka,SHIVAMOGGA,2014,Kharif,Niger seed,4.0,1.0,0.25
Karnataka,SHIVAMOGGA,2014,Kharif,Moong,5.0,1.0,0.2
Karnataka,MYSURU,2000,Rabi,Rapeseed &Mustard,5.0,1.0,0.2
Karnataka,TUMAKURU,2003,Whole Year,Coriander,9.0,1.0,0.1111111111111111
Karnataka,VIJAYAPURA,2000,Rabi,Other Rabi Pulses,10.0,1.0,0.1
Karnataka,UTTARA KANNADA,2013,Rabi,Ragi,1.0,1.0,1.0
Karnataka,CHIKKAMAGALURU,2010,Rabi,Wheat,2.0,1.0,0.5
Karnataka,BENGALURU RURAL,2014,Kharif,Moong,7.0,1.0,0.1428571428571428
Karnataka,YADAGIRI,2011,Whole Year,Coriander,2.0,1.0,0.5
Karnataka,BENGALURU RURAL,2014,Kharif,Urad,3.0,1.0,0.3333333333333333
Karnataka,UTTARA KANNADA,2004,Rabi,Jowar,2.0,1.0,0.5
Karnataka,UTTARA KANNADA,1999,Kharif,Sunflower,4.0,1.0,0.25
Karnataka,BENGALURU URBAN,2012,Rabi,Jowar,1.0,1.0,1.0
Karnataka,MYSURU,2013,Kharif,Small millets,3.0,1.0,0.3333333333333333
Karnataka,UTTARA KANNADA,1999,Kharif,Soyabean,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,1999,Kharif,Other Kharif Pulses,4.0,1.0,0.25
Karnataka,KOLAR,1998,Rabi,Moong,3.0,1.0,0.3333333333333333
Karnataka,UDUPI,2014,Kharif,Sesamum,2.0,1.0,0.5
Karnataka,SHIVAMOGGA,2005,Kharif,Small millets,3.0,1.0,0.3333333333333333
Karnataka,HASSAN,2006,Whole Year,Sannhamp,6.0,1.0,0.1666666666666666
Karnataka,DHARWAD,2013,Summer,Sunflower,1.0,1.0,1.0
Karnataka,BENGALURU URBAN,2011,Rabi,Gram,2.0,1.0,0.5
Karnataka,UTTARA KANNADA,2003,Rabi,Linseed,10.0,1.0,0.1
Karnataka,TUMAKURU,2005,Rabi,Moong,5.0,1.0,0.2
Karnataka,KOPPAL,2001,Kharif,Urad,3.0,1.0,0.3333333333333333
Karnataka,DHARWAD,2000,Rabi,Rapeseed &Mustard,8.0,1.0,0.125
Karnataka,DHARWAD,2000,Whole Year,Tobacco,2.0,1.0,0.5
Karnataka,TUMAKURU,2010,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,CHITRADURGA,2004,Rabi,Other Rabi Pulses,8.0,1.0,0.125
Karnataka,HAVERI,2004,Whole Year,Sannhamp,2.0,1.0,0.5
Karnataka,BAGALKOT,2013,Whole Year,Sannhamp,3.0,1.0,0.3333333333333333
Karnataka,SHIVAMOGGA,2013,Kharif,Sunflower,2.0,1.0,0.5
Karnataka,UTTARA KANNADA,2002,Rabi,Jowar,3.0,1.0,0.3333333333333333
Karnataka,TUMAKURU,2005,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,TUMAKURU,2005,Whole Year,Coriander,8.0,1.0,0.125
Karnataka,MYSURU,2004,Summer,Jowar,1.0,1.0,1.0
Karnataka,DAVANGERE,2014,Rabi,Safflower,1.0,1.0,1.0
Karnataka,GADAG,2012,Kharif,Urad,3.0,1.0,0.3333333333333333
Karnataka,MANDYA,2003,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2002,Kharif,Sunflower,2.0,1.0,0.5
Karnataka,UTTARA KANNADA,2002,Kharif,Moong,8.0,1.0,0.125
Karnataka,BENGALURU RURAL,2008,Kharif,Sesamum,2.0,1.0,0.5
Karnataka,MANDYA,1998,Summer,Sunflower,1.0,1.0,1.0
Karnataka,SHIVAMOGGA,1999,Whole Year,Sannhamp,3.0,1.0,0.3333333333333333
Karnataka,TUMAKURU,2000,Rabi,Linseed,3.0,1.0,0.3333333333333333
Karnataka,DAVANGERE,2005,Whole Year,Sannhamp,6.0,1.0,0.1666666666666666
Karnataka,RAMANAGARA,2011,Whole Year,Cashewnut,1.0,1.0,1.0
Karnataka,CHAMARAJANAGAR,2001,Rabi,Sunflower,2.0,1.0,0.5
Karnataka,SHIVAMOGGA,2012,Rabi,Linseed,3.0,1.0,0.3333333333333333
Karnataka,BENGALURU URBAN,1999,Summer,Sunflower,2.0,1.0,0.5
Karnataka,CHAMARAJANAGAR,2008,Kharif,Soyabean,1.0,1.0,1.0
Karnataka,DAVANGERE,2007,Kharif,Urad,2.0,1.0,0.5
Karnataka,UTTARA KANNADA,1999,Rabi,Rapeseed &Mustard,10.0,1.0,0.1
Karnataka,UTTARA KANNADA,1999,Summer,Ragi,2.0,1.0,0.5
Karnataka,VIJAYAPURA,1999,Rabi,Moong,1.0,1.0,1.0
Karnataka,BENGALURU RURAL,2001,Rabi,Moong,4.0,1.0,0.25
Karnataka,HAVERI,2013,Whole Year,Sannhamp,5.0,1.0,0.2
Karnataka,TUMAKURU,2006,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,SHIVAMOGGA,2010,Rabi,Rapeseed &Mustard,3.0,1.0,0.3333333333333333
Karnataka,BELAGAVI,2011,Whole Year,Mesta,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2006,Kharif,Sesamum,1.0,1.0,1.0
Karnataka,DAVANGERE,2013,Whole Year,Coriander,4.0,1.0,0.25
Karnataka,BENGALURU RURAL,2007,Kharif,Moong,6.0,1.0,0.1666666666666666
Karnataka,KODAGU,2012,Kharif,Jowar,1.0,1.0,1.0
Karnataka,KODAGU,2012,Kharif,Groundnut,1.0,1.0,1.0
Karnataka,DHARWAD,2009,Whole Year,Mesta,1.0,1.0,1.0
Karnataka,BALLARI,2014,Rabi,Moong,2.0,1.0,0.5
Karnataka,KODAGU,2001,Kharif,Groundnut,2.0,1.0,0.5
Karnataka,CHAMARAJANAGAR,2007,Rabi,Wheat,1.0,1.0,1.0
Karnataka,UDUPI,2013,Kharif,Sesamum,2.0,1.0,0.5
Karnataka,MANDYA,2014,Whole Year,Cashewnut,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,1999,Summer,Sunflower,2.0,1.0,0.5
Karnataka,BENGALURU RURAL,2001,Whole Year,Coriander,7.0,1.0,0.1428571428571428
Karnataka,DHARWAD,2008,Rabi,Rapeseed &Mustard,2.0,1.0,0.5
Karnataka,KALABURAGI,2002,Rabi,Moong,7.0,1.0,0.1428571428571428
Karnataka,DHARWAD,2013,Kharif,Castor seed,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2006,Rabi,Linseed,2.0,1.0,0.5
Karnataka,BAGALKOT,2012,Kharif,Niger seed,6.0,1.0,0.1666666666666666
Karnataka,BENGALURU URBAN,2002,Summer,Sunflower,1.0,1.0,1.0
Karnataka,RAMANAGARA,2012,Whole Year,Coriander,2.0,1.0,0.5
Karnataka,CHITRADURGA,2007,Rabi,Other Rabi Pulses,5.0,1.0,0.2
Karnataka,SHIVAMOGGA,2006,Kharif,Rapeseed &Mustard,5.0,1.0,0.2
Karnataka,DAVANGERE,2007,Summer,Bajra,1.0,1.0,1.0
Karnataka,BAGALKOT,2003,Kharif,Castor seed,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2008,Kharif,Sesamum,1.0,1.0,1.0
Karnataka,MANDYA,2014,Rabi,Jowar,1.0,1.0,1.0
Karnataka,BALLARI,2004,Kharif,Urad,8.0,1.0,0.125
Karnataka,BENGALURU URBAN,2010,Kharif,Sunflower,1.0,1.0,1.0
Karnataka,CHITRADURGA,2013,Kharif,Niger seed,6.0,1.0,0.1666666666666666
Karnataka,KALABURAGI,2002,Whole Year,Cashewnut Raw,1.0,1.0,1.0
Karnataka,MANDYA,2011,Kharif,Soyabean,1.0,1.0,1.0
Karnataka,TUMAKURU,2009,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,KOPPAL,2006,Kharif,Gram,4.0,1.0,0.25
Karnataka,DAVANGERE,2012,Kharif,Rapeseed &Mustard,5.0,1.0,0.2
Karnataka,RAMANAGARA,2012,Rabi,Ragi,1.0,1.0,1.0
Karnataka,SHIVAMOGGA,2013,Rabi,Linseed,2.0,1.0,0.5
Karnataka,BAGALKOT,2011,Whole Year,Cashewnut,1.0,1.0,1.0
Karnataka,CHITRADURGA,2008,Rabi,Other Rabi Pulses,9.0,1.0,0.1111111111111111
Karnataka,CHITRADURGA,2008,Summer,Bajra,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2001,Kharif,Other Kharif Pulses,4.0,1.0,0.25
Karnataka,TUMAKURU,2014,Whole Year,Coriander,3.0,1.0,0.3333333333333333
Karnataka,MANDYA,2013,Rabi,Sunflower,1.0,1.0,1.0
Karnataka,BAGALKOT,2009,Whole Year,Cashewnut,1.0,1.0,1.0
Karnataka,MANDYA,2013,Whole Year,Coriander,2.0,1.0,0.5
Karnataka,CHIKKAMAGALURU,1998,Summer,Sunflower,1.0,1.0,1.0
Karnataka,TUMAKURU,2012,Whole Year,Sannhamp,5.0,1.0,0.2
Karnataka,UTTARA KANNADA,2000,Kharif,Soyabean,1.0,1.0,1.0
Karnataka,BAGALKOT,2009,Whole Year,Tobacco,1.0,1.0,1.0
Karnataka,BALLARI,2003,Rabi,Rapeseed &Mustard,10.0,1.0,0.1
Karnataka,MANDYA,2002,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,CHAMARAJANAGAR,2004,Whole Year,Cardamom,10.0,1.0,0.1
Karnataka,BIDAR,2004,Rabi,Rapeseed &Mustard,10.0,1.0,0.1
Karnataka,MANDYA,2002,Summer,Sunflower,1.0,1.0,1.0
Karnataka,CHIKKAMAGALURU,2003,Rabi,Wheat,1.0,1.0,1.0
Karnataka,TUMAKURU,2004,Rabi,Moong,5.0,1.0,0.2
Karnataka,TUMAKURU,1999,Kharif,Soyabean,1.0,1.0,1.0
Karnataka,BALLARI,2010,Kharif,Urad,3.0,1.0,0.3333333333333333
Karnataka,BAGALKOT,2010,Kharif,Urad,4.0,1.0,0.25
Karnataka,MANDYA,2012,Whole Year,Tobacco,2.0,1.0,0.5
Karnataka,CHIKKAMAGALURU,1999,Summer,Sunflower,1.0,1.0,1.0
Karnataka,CHAMARAJANAGAR,2006,Whole Year,Cardamom,9.0,1.0,0.1111111111111111
Karnataka,KOPPAL,2006,Kharif,Urad,4.0,1.0,0.25
Karnataka,TUMAKURU,2002,Whole Year,Coriander,8.0,1.0,0.125
Karnataka,BENGALURU URBAN,2003,Rabi,Sunflower,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2007,Kharif,Sesamum,1.0,1.0,1.0
Karnataka,BAGALKOT,2010,Whole Year,Cashewnut,1.0,1.0,1.0
Karnataka,BENGALURU URBAN,2005,Rabi,Sunflower,1.0,1.0,1.0
Karnataka,HAVERI,2009,Rabi,Rapeseed &Mustard,5.0,1.0,0.2
Karnataka,CHAMARAJANAGAR,2005,Whole Year,Cardamom,9.0,1.0,0.1111111111111111
Karnataka,CHIKKAMAGALURU,2002,Rabi,Wheat,6.0,1.0,0.1666666666666666
Karnataka,TUMAKURU,1998,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,DHARWAD,2012,Summer,Sunflower,1.0,1.0,1.0
Karnataka,TUMAKURU,1999,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,UTTARA KANNADA,2007,Rabi,Linseed,2.0,1.0,0.5
Karnataka,BALLARI,2002,Whole Year,Cashewnut Processed,7.0,1.0,0.1428571428571428
Karnataka,MANDYA,2001,Summer,Sunflower,1.0,1.0,1.0
Karnataka,BENGALURU URBAN,2005,Summer,Sunflower,1.0,1.0,1.0
Karnataka,TUMAKURU,2009,Rabi,Moong,2.0,1.0,0.5
Karnataka,DAVANGERE,1999,Rabi,Linseed,4.0,1.0,0.25
Karnataka,BELAGAVI,2014,Rabi,Urad,3.0,1.0,0.3333333333333333
Karnataka,UTTARA KANNADA,2010,Rabi,Jowar,2.0,1.0,0.5
Karnataka,KALABURAGI,2013,Kharif,Rapeseed &Mustard,4.0,1.0,0.25
Karnataka,CHAMARAJANAGAR,2014,Rabi,Sunflower,1.0,1.0,1.0
Karnataka,DAVANGERE,2001,Kharif,Mesta,1.0,1.0,1.0
Karnataka,RAICHUR,2005,Kharif,Niger seed,9.0,1.0,0.1111111111111111
Karnataka,BALLARI,2013,Kharif,Rapeseed &Mustard,2.0,1.0,0.5
Karnataka,RAMANAGARA,2014,Whole Year,Garlic,1.0,1.0,1.0
Karnataka,SHIVAMOGGA,2012,Whole Year,Coriander,2.0,1.0,0.5
Karnataka,MYSURU,2008,Rabi,Sunflower,5.0,1.0,0.2
Karnataka,GADAG,2001,Kharif,Urad,4.0,1.0,0.25
Karnataka,GADAG,2008,Whole Year,Tobacco,1.0,1.0,1.0
Karnataka,RAMANAGARA,2014,Whole Year,Cashewnut,2.0,1.0,0.5
Karnataka,RAMANAGARA,2014,Whole Year,Coriander,2.0,1.0,0.5
Karnataka,DAVANGERE,1998,Rabi,Maize,1.0,2.0,2.0
Karnataka,KOLAR,2007,Whole Year,Coriander,5.0,2.0,0.4
Karnataka,VIJAYAPURA,2009,Kharif,Soyabean,4.0,2.0,0.5
Karnataka,DHARWAD,2002,Rabi,Rapeseed &Mustard,11.0,2.0,0.1818181818181818
Karnataka,SHIVAMOGGA,2001,Kharif,Bajra,4.0,2.0,0.5
Karnataka,BENGALURU RURAL,2012,Kharif,Moong,5.0,2.0,0.4
Karnataka,UTTARA KANNADA,2003,Rabi,Jowar,19.0,2.0,0.1052631578947368
Karnataka,MANDYA,2005,Whole Year,Garlic,2.0,2.0,1.0
Karnataka,HAVERI,2000,Summer,Ragi,1.0,2.0,2.0
Karnataka,MANDYA,2006,Whole Year,Garlic,3.0,2.0,0.6666666666666666
Karnataka,UTTARA KANNADA,2010,Kharif,Sesamum,4.0,2.0,0.5
Karnataka,CHAMARAJANAGAR,2013,Rabi,Moong,7.0,2.0,0.2857142857142857
Karnataka,SHIVAMOGGA,2011,Kharif,Castor seed,2.0,2.0,1.0
Karnataka,RAICHUR,2004,Rabi,Urad,5.0,2.0,0.4
Karnataka,TUMAKURU,2013,Whole Year,Black pepper,1.0,2.0,2.0
Karnataka,SHIVAMOGGA,2012,Kharif,Niger seed,8.0,2.0,0.25
Karnataka,UTTARA KANNADA,2000,Rabi,Safflower,2.0,2.0,1.0
Karnataka,RAMANAGARA,2012,Whole Year,Cashewnut,2.0,2.0,1.0
Karnataka,KALABURAGI,2011,Rabi,Rapeseed &Mustard,6.0,2.0,0.3333333333333333
Karnataka,KALABURAGI,2003,Rabi,Other Rabi Pulses,20.0,2.0,0.1
Karnataka,TUMAKURU,2001,Whole Year,Coriander,20.0,2.0,0.1
Karnataka,TUMAKURU,2001,Whole Year,Black pepper,1.0,2.0,2.0
Karnataka,MANDYA,2002,Kharif,Cotton,1.0,2.0,2.0
Karnataka,YADAGIRI,2013,Rabi,Linseed,8.0,2.0,0.25
Karnataka,CHIKKAMAGALURU,2003,Rabi,Safflower,4.0,2.0,0.5
Karnataka,DAVANGERE,2011,Rabi,Rapeseed &Mustard,7.0,2.0,0.2857142857142857
Karnataka,BALLARI,2010,Rabi,Linseed,7.0,2.0,0.2857142857142857
Karnataka,GADAG,2014,Rabi,Other Rabi Pulses,2.0,2.0,1.0
Karnataka,DHARWAD,2005,Rabi,Rapeseed &Mustard,12.0,2.0,0.1666666666666666
Karnataka,UTTARA KANNADA,2000,Rabi,Maize,1.0,2.0,2.0
Karnataka,RAICHUR,2001,Kharif,Niger seed,15.0,2.0,0.1333333333333333
Karnataka,SHIVAMOGGA,2002,Rabi,Linseed,5.0,2.0,0.4
Karnataka,TUMAKURU,2001,Rabi,Urad,6.0,2.0,0.3333333333333333
Karnataka,DAVANGERE,2009,Rabi,Safflower,2.0,2.0,1.0
Karnataka,BAGALKOT,2002,Summer,Jowar,2.0,2.0,1.0
Karnataka,SHIVAMOGGA,2000,Kharif,Mesta,2.0,2.0,1.0
Karnataka,KOLAR,2012,Whole Year,Coriander,5.0,2.0,0.4
Karnataka,MYSURU,2010,Rabi,Sunflower,2.0,2.0,1.0
Karnataka,SHIVAMOGGA,2001,Rabi,Linseed,5.0,2.0,0.4
Karnataka,BENGALURU URBAN,2004,Kharif,Sunflower,3.0,2.0,0.6666666666666666
Karnataka,TUMAKURU,2009,Whole Year,Coriander,4.0,2.0,0.5
Karnataka,BENGALURU RURAL,2005,Whole Year,Black pepper,1.0,2.0,2.0
Karnataka,MANDYA,2002,Rabi,Sunflower,4.0,2.0,0.5
Karnataka,UTTARA KANNADA,2006,Summer,Sunflower,2.0,2.0,1.0
Karnataka,GADAG,2014,Rabi,Cowpea(Lobia),5.0,2.0,0.4
Karnataka,MANDYA,2001,Kharif,Cotton,1.0,2.0,2.0
Karnataka,CHITRADURGA,2013,Kharif,Rapeseed &Mustard,6.0,2.0,0.3333333333333333
Karnataka,TUMAKURU,2009,Kharif,Soyabean,5.0,2.0,0.4
Karnataka,KOLAR,2014,Whole Year,Coriander,5.0,2.0,0.4
Karnataka,GADAG,2002,Summer,Jowar,1.0,2.0,2.0
Karnataka,DHARWAD,2005,Whole Year,Black pepper,1.0,2.0,2.0
Karnataka,VIJAYAPURA,2010,Kharif,Castor seed,2.0,2.0,1.0
Karnataka,UTTARA KANNADA,2001,Kharif,Sesamum,6.0,2.0,0.3333333333333333
Karnataka,MANDYA,2011,Whole Year,Cashewnut,2.0,2.0,1.0
Karnataka,BENGALURU URBAN,2003,Kharif,Moong,15.0,2.0,0.1333333333333333
Karnataka,UTTARA KANNADA,2001,Rabi,Linseed,7.0,2.0,0.2857142857142857
Karnataka,GADAG,2004,Kharif,Urad,19.0,2.0,0.1052631578947368
Karnataka,UDUPI,2006,Rabi,Gram,4.0,2.0,0.5
Karnataka,BENGALURU RURAL,2003,Kharif,Sunflower,3.0,2.0,0.6666666666666666
Karnataka,RAICHUR,2001,Rabi,Other Rabi Pulses,20.0,2.0,0.1
Karnataka,BENGALURU RURAL,2002,Summer,Sunflower,4.0,2.0,0.5
Karnataka,BALLARI,2004,Rabi,Linseed,10.0,2.0,0.2
Karnataka,VIJAYAPURA,2006,Rabi,Other Rabi Pulses,8.0,2.0,0.25
Karnataka,KALABURAGI,2002,Whole Year,Sannhamp,10.0,2.0,0.2
Karnataka,CHITRADURGA,2012,Kharif,Urad,5.0,2.0,0.4
Karnataka,KODAGU,2012,Kharif,Sunflower,4.0,2.0,0.5
Karnataka,BENGALURU URBAN,2002,Kharif,Urad,13.0,2.0,0.1538461538461538
Karnataka,SHIVAMOGGA,2012,Kharif,Sesamum,6.0,2.0,0.3333333333333333
Karnataka,SHIVAMOGGA,2012,Kharif,Urad,5.0,2.0,0.4
Karnataka,BENGALURU RURAL,2007,Kharif,Urad,4.0,2.0,0.5
Karnataka,UDUPI,2004,Rabi,Horse Gram,4.0,2.0,0.5
Karnataka,GADAG,2014,Kharif,Castor seed,3.0,2.0,0.6666666666666666
Karnataka,KOLAR,2006,Kharif,Gram,16.0,2.0,0.125
Karnataka,SHIVAMOGGA,1998,Rabi,Maize,1.0,2.0,2.0
Karnataka,CHITRADURGA,2014,Kharif,Rapeseed &Mustard,11.0,2.0,0.1818181818181818
Karnataka,MYSURU,2013,Summer,Jowar,1.0,2.0,2.0
Karnataka,UTTARA KANNADA,2008,Rabi,Jowar,2.0,2.0,1.0
Karnataka,TUMAKURU,2008,Whole Year,Garlic,1.0,2.0,2.0
Karnataka,KALABURAGI,2002,Whole Year,Black pepper,1.0,2.0,2.0
Karnataka,RAMANAGARA,2013,Kharif,Moong,7.0,2.0,0.2857142857142857
Karnataka,KODAGU,2012,Kharif,Cowpea(Lobia),6.0,2.0,0.3333333333333333
Karnataka,UTTARA KANNADA,2001,Rabi,Jowar,3.0,2.0,0.6666666666666666
Karnataka,HAVERI,2005,Summer,Ragi,1.0,2.0,2.0
Karnataka,KOLAR,2006,Kharif,Moong,14.0,2.0,0.1428571428571428
Karnataka,KOLAR,2010,Whole Year,Coriander,5.0,2.0,0.4
Karnataka,KOLAR,2011,Whole Year,Coriander,5.0,2.0,0.4
Karnataka,KODAGU,2002,Kharif,Groundnut,3.0,2.0,0.6666666666666666
Karnataka,KOPPAL,2009,Kharif,Urad,20.0,2.0,0.1
Karnataka,SHIVAMOGGA,2008,Rabi,Linseed,4.0,2.0,0.5
Karnataka,BENGALURU RURAL,2001,Rabi,Sunflower,2.0,2.0,1.0
