Arrival_Date,Commodity,Market,Min_Price,Max_Price,Modal_Price,State,District
2002-12-13,Groundnut,Sendhwa,1625.0,1685.0,1655.0,Madhya Pradesh,Badwani
2002-12-14,Groundnut,Sendhwa,1576.0,1651.0,1614.0,Madhya Pradesh,Badwani
2002-12-16,Groundnut,Sendhwa,1627.0,1665.0,1646.0,Madhya Pradesh,Badwani
2002-12-17,Groundnut,Sendhwa,1642.0,1715.0,1679.0,Madhya Pradesh,Badwani
2002-12-18,Groundnut,Sendhwa,1600.0,1706.0,1653.0,Madhya Pradesh,Badwani
2002-12-19,Groundnut,Sendhwa,1611.0,1728.0,1670.0,Madhya Pradesh,Badwani
2002-12-20,Groundnut,Sendhwa,1642.0,1745.0,1693.0,Madhya Pradesh,Badwani
2002-12-21,Groundnut,Sendhwa,1661.0,1711.0,1668.0,Madhya Pradesh,Badwani
2002-12-23,Groundnut,Sendhwa,1671.0,1755.0,1731.0,Madhya Pradesh,Badwani
2002-12-24,Groundnut,Sendhwa,1700.0,1836.0,1768.0,Madhya Pradesh,Badwani
2002-12-25,Groundnut,Sendhwa,1771.0,1875.0,1823.0,Madhya Pradesh,Badwani
2002-12-26,Groundnut,Sendhwa,1751.0,1860.0,1806.0,Madhya Pradesh,Badwani
2002-12-27,Groundnut,Sendhwa,1742.0,1835.0,1789.0,Madhya Pradesh,Badwani
2002-12-28,Groundnut,Sendhwa,1650.0,1801.0,1726.0,Madhya Pradesh,Badwani
2002-12-30,Groundnut,Sendhwa,1771.0,1837.0,1804.0,Madhya Pradesh,Badwani
2002-12-31,Groundnut,Sendhwa,1813.0,1911.0,1862.0,Madhya Pradesh,Badwani
2003-01-01,Groundnut,Sendhwa,1805.0,1911.0,1858.0,Madhya Pradesh,Badwani
2003-01-02,Groundnut,Sendhwa,1828.0,1881.0,1854.0,Madhya Pradesh,Badwani
2003-01-03,Groundnut,Sendhwa,1785.0,1860.0,1823.0,Madhya Pradesh,Badwani
2003-01-04,Groundnut,Sendhwa,1790.0,1865.0,1828.0,Madhya Pradesh,Badwani
2003-01-06,Groundnut,Sendhwa,1800.0,1899.0,1850.0,Madhya Pradesh,Badwani
2003-01-07,Groundnut,Sendhwa,1811.0,1851.0,1831.0,Madhya Pradesh,Badwani
2003-01-09,Groundnut,Sendhwa,1827.0,1925.0,1876.0,Madhya Pradesh,Badwani
2003-01-10,Groundnut,Sendhwa,1854.0,1932.0,1893.0,Madhya Pradesh,Badwani
2003-01-11,Groundnut,Sendhwa,1850.0,1930.0,1890.0,Madhya Pradesh,Badwani
2003-01-13,Groundnut,Sendhwa,1850.0,1900.0,1875.0,Madhya Pradesh,Badwani
2003-01-16,Groundnut,Sendhwa,1911.0,1917.0,1914.0,Madhya Pradesh,Badwani
2003-01-20,Groundnut,Sendhwa,1901.0,1953.0,1927.0,Madhya Pradesh,Badwani
2003-01-21,Groundnut,Sendhwa,1970.0,2015.0,1993.0,Madhya Pradesh,Badwani
2003-01-22,Groundnut,Sendhwa,2024.0,2076.0,2050.0,Madhya Pradesh,Badwani
2003-01-23,Groundnut,Sendhwa,2051.0,2151.0,2101.0,Madhya Pradesh,Badwani
2003-01-24,Groundnut,Sendhwa,2105.0,2200.0,2153.0,Madhya Pradesh,Badwani
2003-01-25,Groundnut,Sendhwa,2151.0,2202.0,2177.0,Madhya Pradesh,Badwani
2003-01-27,Groundnut,Sendhwa,2137.0,2180.0,2159.0,Madhya Pradesh,Badwani
2003-01-28,Groundnut,Sendhwa,2150.0,2200.0,2175.0,Madhya Pradesh,Badwani
2003-01-29,Groundnut,Sendhwa,2150.0,2200.0,2175.0,Madhya Pradesh,Badwani
2003-01-30,Groundnut,Sendhwa,2075.0,2095.0,2085.0,Madhya Pradesh,Badwani
2003-01-31,Groundnut,Sendhwa,2101.0,2154.0,2128.0,Madhya Pradesh,Badwani
2003-02-01,Groundnut,Sendhwa,2081.0,2100.0,2091.0,Madhya Pradesh,Badwani
2003-02-04,Groundnut,Sendhwa,2101.0,2158.0,2130.0,Madhya Pradesh,Badwani
2003-02-05,Groundnut,Sendhwa,2100.0,2139.0,2120.0,Madhya Pradesh,Badwani
2003-02-07,Groundnut,Sendhwa,2100.0,2175.0,2137.0,Madhya Pradesh,Badwani
2003-02-08,Groundnut,Sendhwa,2086.0,2125.0,2105.0,Madhya Pradesh,Badwani
2003-02-10,Groundnut,Sendhwa,2140.0,2141.0,2140.0,Madhya Pradesh,Badwani
2003-02-11,Groundnut,Sendhwa,2122.0,2151.0,2137.0,Madhya Pradesh,Badwani
2003-10-10,Groundnut,Sendhwa,825.0,951.0,888.0,Madhya Pradesh,Badwani
2003-10-11,Groundnut,Sendhwa,825.0,851.0,838.0,Madhya Pradesh,Badwani
2003-10-14,Groundnut,Sendhwa,925.0,925.0,925.0,Madhya Pradesh,Badwani
2003-10-15,Groundnut,Sendhwa,900.0,1600.0,1250.0,Madhya Pradesh,Badwani
2003-10-16,Groundnut,Sendhwa,900.0,1500.0,1200.0,Madhya Pradesh,Badwani
2003-10-17,Groundnut,Sendhwa,975.0,975.0,975.0,Madhya Pradesh,Badwani
2003-10-18,Groundnut,Sendhwa,951.0,1575.0,1263.0,Madhya Pradesh,Badwani
2003-10-20,Groundnut,Sendhwa,1011.0,1550.0,1281.0,Madhya Pradesh,Badwani
2003-10-21,Groundnut,Sendhwa,1011.0,1550.0,1280.0,Madhya Pradesh,Badwani
2003-10-22,Groundnut,Sendhwa,961.0,1562.0,1262.0,Madhya Pradesh,Badwani
2003-10-28,Groundnut,Sendhwa,1201.0,1531.0,1366.0,Madhya Pradesh,Badwani
2003-10-29,Groundnut,Sendhwa,1511.0,1511.0,1511.0,Madhya Pradesh,Badwani
2003-11-01,Groundnut,Sendhwa,1450.0,1521.0,1511.0,Madhya Pradesh,Badwani
2003-11-03,Groundnut,Sendhwa,1500.0,1525.0,1513.0,Madhya Pradesh,Badwani
2003-11-04,Groundnut,Sendhwa,1481.0,1550.0,1516.0,Madhya Pradesh,Badwani
2003-11-05,Groundnut,Sendhwa,1500.0,1550.0,1512.0,Madhya Pradesh,Badwani
2003-11-06,Groundnut,Sendhwa,1470.0,1521.0,1495.0,Madhya Pradesh,Badwani
2003-11-07,Groundnut,Sendhwa,1411.0,1501.0,1451.0,Madhya Pradesh,Badwani
2003-11-13,Groundnut,Sendhwa,1500.0,1550.0,1525.0,Madhya Pradesh,Badwani
2003-11-14,Groundnut,Sendhwa,1525.0,1525.0,1525.0,Madhya Pradesh,Badwani
2003-11-15,Groundnut,Sendhwa,1400.0,1531.0,1466.0,Madhya Pradesh,Badwani
2003-11-17,Groundnut,Sendhwa,1525.0,1531.0,1528.0,Madhya Pradesh,Badwani
2003-11-18,Groundnut,Sendhwa,1480.0,1531.0,1506.0,Madhya Pradesh,Badwani
2003-11-19,Groundnut,Sendhwa,1525.0,1525.0,1525.0,Madhya Pradesh,Badwani
2003-11-20,Groundnut,Sendhwa,1450.0,1541.0,1496.0,Madhya Pradesh,Badwani
2003-11-21,Groundnut,Sendhwa,1545.0,1551.0,1551.0,Madhya Pradesh,Badwani
2003-11-22,Groundnut,Sendhwa,1450.0,1550.0,1500.0,Madhya Pradesh,Badwani
2003-11-24,Groundnut,Sendhwa,1475.0,1580.0,1528.0,Madhya Pradesh,Badwani
2003-11-25,Groundnut,Sendhwa,1551.0,1580.0,1571.0,Madhya Pradesh,Badwani
2003-11-26,Groundnut,Sendhwa,1525.0,1601.0,1563.0,Madhya Pradesh,Badwani
2003-11-27,Groundnut,Sendhwa,1581.0,1627.0,1604.0,Madhya Pradesh,Badwani
2003-11-28,Groundnut,Sendhwa,1505.0,1653.0,1621.0,Madhya Pradesh,Badwani
2003-11-29,Groundnut,Sendhwa,1450.0,1625.0,1538.0,Madhya Pradesh,Badwani
2003-12-02,Groundnut,Sendhwa,1575.0,1575.0,1575.0,Madhya Pradesh,Badwani
2003-12-03,Groundnut,Sendhwa,1580.0,1671.0,1625.0,Madhya Pradesh,Badwani
2003-12-04,Groundnut,Sendhwa,1590.0,1701.0,1646.0,Madhya Pradesh,Badwani
2003-12-05,Groundnut,Sendhwa,1621.0,1725.0,1673.0,Madhya Pradesh,Badwani
2003-12-06,Groundnut,Sendhwa,1660.0,1730.0,1695.0,Madhya Pradesh,Badwani
2003-12-08,Groundnut,Sendhwa,1675.0,1700.0,1680.0,Madhya Pradesh,Badwani
2003-12-09,Groundnut,Sendhwa,1645.0,1740.0,1695.0,Madhya Pradesh,Badwani
2003-12-10,Groundnut,Sendhwa,1707.0,1768.0,1738.0,Madhya Pradesh,Badwani
2003-12-11,Groundnut,Sendhwa,1707.0,1768.0,1738.0,Madhya Pradesh,Badwani
2003-12-12,Groundnut,Sendhwa,1650.0,1786.0,1750.0,Madhya Pradesh,Badwani
2003-12-13,Groundnut,Sendhwa,1650.0,1829.0,1739.0,Madhya Pradesh,Badwani
2003-12-15,Groundnut,Sendhwa,1712.0,1839.0,1776.0,Madhya Pradesh,Badwani
2003-12-16,Groundnut,Sendhwa,1715.0,1859.0,1787.0,Madhya Pradesh,Badwani
2003-12-17,Groundnut,Sendhwa,1766.0,1867.0,1851.0,Madhya Pradesh,Badwani
2003-12-18,Groundnut,Sendhwa,1726.0,1871.0,1799.0,Madhya Pradesh,Badwani
2003-12-19,Groundnut,Sendhwa,1755.0,1859.0,1807.0,Madhya Pradesh,Badwani
2003-12-20,Groundnut,Sendhwa,1725.0,1870.0,1798.0,Madhya Pradesh,Badwani
2003-12-22,Groundnut,Sendhwa,1751.0,1859.0,1805.0,Madhya Pradesh,Badwani
2003-12-23,Groundnut,Sendhwa,1775.0,1850.0,1813.0,Madhya Pradesh,Badwani
2003-12-24,Groundnut,Sendhwa,1752.0,1825.0,1789.0,Madhya Pradesh,Badwani
2003-12-25,Groundnut,Sendhwa,1750.0,1830.0,1790.0,Madhya Pradesh,Badwani
2003-12-26,Groundnut,Sendhwa,1771.0,1833.0,1802.0,Madhya Pradesh,Badwani
2003-12-27,Groundnut,Sendhwa,1715.0,1843.0,1801.0,Madhya Pradesh,Badwani
2003-12-29,Groundnut,Sendhwa,1750.0,1850.0,1800.0,Madhya Pradesh,Badwani
2003-12-30,Groundnut,Sendhwa,1700.0,1831.0,1766.0,Madhya Pradesh,Badwani
2003-12-31,Groundnut,Sendhwa,1770.0,1831.0,1801.0,Madhya Pradesh,Badwani
2004-01-01,Groundnut,Sendhwa,1725.0,1811.0,1768.0,Madhya Pradesh,Badwani
2004-01-02,Groundnut,Sendhwa,1775.0,1815.0,1800.0,Madhya Pradesh,Badwani
2004-01-03,Groundnut,Sendhwa,1700.0,1783.0,1741.0,Madhya Pradesh,Badwani
2004-01-05,Groundnut,Sendhwa,1700.0,1790.0,1775.0,Madhya Pradesh,Badwani
2004-01-06,Groundnut,Sendhwa,1700.0,1800.0,1750.0,Madhya Pradesh,Badwani
2004-01-07,Groundnut,Sendhwa,1740.0,1770.0,1755.0,Madhya Pradesh,Badwani
2004-01-08,Groundnut,Sendhwa,1725.0,1771.0,1748.0,Madhya Pradesh,Badwani
2004-01-09,Groundnut,Sendhwa,1700.0,1741.0,1721.0,Madhya Pradesh,Badwani
2004-01-10,Groundnut,Sendhwa,1630.0,1750.0,1690.0,Madhya Pradesh,Badwani
2004-01-12,Groundnut,Sendhwa,1711.0,1737.0,1724.0,Madhya Pradesh,Badwani
2004-01-13,Groundnut,Sendhwa,1711.0,1748.0,1730.0,Madhya Pradesh,Badwani
2004-01-14,Groundnut,Sendhwa,1800.0,1800.0,1800.0,Madhya Pradesh,Badwani
2004-01-15,Groundnut,Sendhwa,1700.0,1735.0,1718.0,Madhya Pradesh,Badwani
2004-01-16,Groundnut,Sendhwa,1681.0,1739.0,1729.0,Madhya Pradesh,Badwani
2004-01-17,Groundnut,Sendhwa,1710.0,1750.0,1725.0,Madhya Pradesh,Badwani
2004-01-19,Groundnut,Sendhwa,1740.0,1750.0,1750.0,Madhya Pradesh,Badwani
2004-01-20,Groundnut,Sendhwa,1670.0,1770.0,1760.0,Madhya Pradesh,Badwani
2004-01-21,Groundnut,Sendhwa,1755.0,1770.0,1756.0,Madhya Pradesh,Badwani
2004-01-22,Groundnut,Sendhwa,1725.0,1793.0,1759.0,Madhya Pradesh,Badwani
2004-01-23,Groundnut,Sendhwa,1800.0,1816.0,1808.0,Madhya Pradesh,Badwani
2004-01-24,Groundnut,Sendhwa,1766.0,1825.0,1796.0,Madhya Pradesh,Badwani
2004-01-27,Groundnut,Sendhwa,1775.0,1825.0,1800.0,Madhya Pradesh,Badwani
2004-01-28,Groundnut,Sendhwa,1739.0,1813.0,1770.0,Madhya Pradesh,Badwani
2004-01-29,Groundnut,Sendhwa,1750.0,1813.0,1775.0,Madhya Pradesh,Badwani
2004-01-30,Groundnut,Sendhwa,1725.0,1822.0,1775.0,Madhya Pradesh,Badwani
2004-01-31,Groundnut,Sendhwa,1707.0,1779.0,1753.0,Madhya Pradesh,Badwani
2004-02-02,Groundnut,Sendhwa,1700.0,1780.0,1740.0,Madhya Pradesh,Badwani
2004-02-04,Groundnut,Sendhwa,1732.0,1800.0,1766.0,Madhya Pradesh,Badwani
2004-02-06,Groundnut,Sendhwa,1775.0,1830.0,1821.0,Madhya Pradesh,Badwani
2004-02-07,Groundnut,Sendhwa,1800.0,1837.0,1821.0,Madhya Pradesh,Badwani
2004-02-09,Groundnut,Sendhwa,1778.0,1835.0,1807.0,Madhya Pradesh,Badwani
2004-02-10,Groundnut,Sendhwa,1767.0,1858.0,1831.0,Madhya Pradesh,Badwani
2004-02-11,Groundnut,Sendhwa,1785.0,1842.0,1814.0,Madhya Pradesh,Badwani
2004-02-12,Groundnut,Sendhwa,1800.0,1876.0,1838.0,Madhya Pradesh,Badwani
2004-02-13,Groundnut,Sendhwa,1851.0,1872.0,1866.0,Madhya Pradesh,Badwani
2004-02-14,Groundnut,Sendhwa,1831.0,1880.0,1856.0,Madhya Pradesh,Badwani
2004-02-17,Groundnut,Sendhwa,1801.0,1841.0,1820.0,Madhya Pradesh,Badwani
2004-02-19,Groundnut,Sendhwa,1800.0,1860.0,1830.0,Madhya Pradesh,Badwani
2004-02-20,Groundnut,Sendhwa,1820.0,1865.0,1840.0,Madhya Pradesh,Badwani
2004-02-21,Groundnut,Sendhwa,1823.0,1872.0,1850.0,Madhya Pradesh,Badwani
2004-02-23,Groundnut,Sendhwa,1811.0,1881.0,1846.0,Madhya Pradesh,Badwani
2004-02-24,Groundnut,Sendhwa,1825.0,1875.0,1850.0,Madhya Pradesh,Badwani
2004-02-25,Groundnut,Sendhwa,1800.0,1869.0,1830.0,Madhya Pradesh,Badwani
2004-02-26,Groundnut,Sendhwa,1830.0,1841.0,1836.0,Madhya Pradesh,Badwani
2004-02-27,Groundnut,Sendhwa,1765.0,1800.0,1777.0,Madhya Pradesh,Badwani
2004-02-28,Groundnut,Sendhwa,1711.0,1820.0,1766.0,Madhya Pradesh,Badwani
2004-10-20,Groundnut,Sendhwa,1100.0,1121.0,1110.0,Madhya Pradesh,Badwani
2004-10-21,Groundnut,Sendhwa,1100.0,1121.0,1111.0,Madhya Pradesh,Badwani
2004-10-25,Groundnut,Sendhwa,1160.0,1160.0,1160.0,Madhya Pradesh,Badwani
2004-10-26,Groundnut,Sendhwa,1125.0,1725.0,1225.0,Madhya Pradesh,Badwani
2004-10-27,Groundnut,Sendhwa,1101.0,1680.0,1102.0,Madhya Pradesh,Badwani
2004-10-30,Groundnut,Sendhwa,1601.0,1753.0,1677.0,Madhya Pradesh,Badwani
2004-11-03,Groundnut,Sendhwa,1222.0,1832.0,1527.0,Madhya Pradesh,Badwani
2004-11-05,Groundnut,Sendhwa,1725.0,1861.0,1793.0,Madhya Pradesh,Badwani
2004-11-06,Groundnut,Sendhwa,1700.0,1850.0,1775.0,Madhya Pradesh,Badwani
2004-11-09,Groundnut,Sendhwa,1750.0,1825.0,1787.0,Madhya Pradesh,Badwani
2004-11-15,Groundnut,Sendhwa,1700.0,1751.0,1725.0,Madhya Pradesh,Badwani
2004-11-16,Groundnut,Sendhwa,1675.0,1751.0,1713.0,Madhya Pradesh,Badwani
2004-11-17,Groundnut,Sendhwa,1600.0,1700.0,1650.0,Madhya Pradesh,Badwani
2004-11-18,Groundnut,Sendhwa,1675.0,1700.0,1687.0,Madhya Pradesh,Badwani
2004-11-25,Groundnut,Sendhwa,1651.0,1700.0,1675.0,Madhya Pradesh,Badwani
2004-11-26,Groundnut,Sendhwa,1650.0,1700.0,1675.0,Madhya Pradesh,Badwani
2004-11-27,Groundnut,Sendhwa,1500.0,1741.0,1620.0,Madhya Pradesh,Badwani
2004-11-29,Groundnut,Sendhwa,1653.0,1722.0,1675.0,Madhya Pradesh,Badwani
2004-11-30,Groundnut,Sendhwa,1640.0,1690.0,1680.0,Madhya Pradesh,Badwani
2004-12-02,Groundnut,Sendhwa,1642.0,1675.0,1660.0,Madhya Pradesh,Badwani
2004-12-03,Groundnut,Sendhwa,1616.0,1676.0,1658.0,Madhya Pradesh,Badwani
2004-12-04,Groundnut,Sendhwa,1600.0,1671.0,1661.0,Madhya Pradesh,Badwani
2004-12-06,Groundnut,Sendhwa,1600.0,1630.0,1615.0,Madhya Pradesh,Badwani
2004-12-07,Groundnut,Sendhwa,1613.0,1675.0,1641.0,Madhya Pradesh,Badwani
2004-12-08,Groundnut,Sendhwa,1627.0,1694.0,1651.0,Madhya Pradesh,Badwani
2004-12-09,Groundnut,Sendhwa,1641.0,1675.0,1660.0,Madhya Pradesh,Badwani
2004-12-10,Groundnut,Sendhwa,1200.0,1251.0,1245.0,Madhya Pradesh,Badwani
2004-12-11,Groundnut,Sendhwa,1611.0,1701.0,1660.0,Madhya Pradesh,Badwani
2004-12-13,Groundnut,Sendhwa,1641.0,1681.0,1661.0,Madhya Pradesh,Badwani
2004-12-14,Groundnut,Sendhwa,1650.0,1725.0,1688.0,Madhya Pradesh,Badwani
2004-12-15,Groundnut,Sendhwa,1626.0,1730.0,1680.0,Madhya Pradesh,Badwani
2004-12-16,Groundnut,Sendhwa,1622.0,1665.0,1641.0,Madhya Pradesh,Badwani
2004-12-17,Groundnut,Sendhwa,1605.0,1666.0,1651.0,Madhya Pradesh,Badwani
2004-12-18,Groundnut,Sendhwa,1616.0,1651.0,1631.0,Madhya Pradesh,Badwani
2004-12-20,Groundnut,Sendhwa,1611.0,1651.0,1641.0,Madhya Pradesh,Badwani
2004-12-21,Groundnut,Sendhwa,1611.0,1671.0,1651.0,Madhya Pradesh,Badwani
2004-12-22,Groundnut,Sendhwa,1615.0,1645.0,1621.0,Madhya Pradesh,Badwani
2004-12-23,Groundnut,Sendhwa,1591.0,1635.0,1621.0,Madhya Pradesh,Badwani
2004-12-24,Groundnut,Sendhwa,1575.0,1615.0,1600.0,Madhya Pradesh,Badwani
2004-12-25,Groundnut,Sendhwa,1585.0,1600.0,1600.0,Madhya Pradesh,Badwani
2004-12-27,Groundnut,Sendhwa,1600.0,1602.0,1601.0,Madhya Pradesh,Badwani
2004-12-28,Groundnut,Sendhwa,1600.0,1601.0,1601.0,Madhya Pradesh,Badwani
2004-12-29,Groundnut,Sendhwa,1600.0,1600.0,1600.0,Madhya Pradesh,Badwani
2004-12-30,Groundnut,Sendhwa,1590.0,1600.0,1600.0,Madhya Pradesh,Badwani
2004-12-31,Groundnut,Sendhwa,1575.0,1603.0,1600.0,Madhya Pradesh,Badwani
2005-01-01,Groundnut,Sendhwa,1600.0,1601.0,1600.0,Madhya Pradesh,Badwani
2005-01-03,Groundnut,Sendhwa,1580.0,1600.0,1600.0,Madhya Pradesh,Badwani
2005-01-04,Groundnut,Sendhwa,1590.0,1600.0,1591.0,Madhya Pradesh,Badwani
2005-01-05,Groundnut,Sendhwa,1590.0,1611.0,1600.0,Madhya Pradesh,Badwani
2005-01-06,Groundnut,Sendhwa,1550.0,1625.0,1611.0,Madhya Pradesh,Badwani
2005-01-07,Groundnut,Sendhwa,1561.0,1600.0,1581.0,Madhya Pradesh,Badwani
2005-01-08,Groundnut,Sendhwa,1561.0,1600.0,1581.0,Madhya Pradesh,Badwani
2005-01-10,Groundnut,Sendhwa,1551.0,1611.0,1575.0,Madhya Pradesh,Badwani
2005-01-11,Groundnut,Sendhwa,1570.0,1606.0,1575.0,Madhya Pradesh,Badwani
2005-01-12,Groundnut,Sendhwa,1561.0,1605.0,1601.0,Madhya Pradesh,Badwani
2005-01-13,Groundnut,Sendhwa,1580.0,1605.0,1600.0,Madhya Pradesh,Badwani
2005-01-14,Groundnut,Sendhwa,1580.0,1623.0,1600.0,Madhya Pradesh,Badwani
2005-01-15,Groundnut,Sendhwa,1580.0,1605.0,1600.0,Madhya Pradesh,Badwani
2005-01-18,Groundnut,Sendhwa,1550.0,1600.0,1575.0,Madhya Pradesh,Badwani
2005-01-19,Groundnut,Sendhwa,1550.0,1600.0,1575.0,Madhya Pradesh,Badwani
2005-01-20,Groundnut,Sendhwa,1550.0,1550.0,1550.0,Madhya Pradesh,Badwani
2005-01-21,Groundnut,Sendhwa,1581.0,1610.0,1600.0,Madhya Pradesh,Badwani
2005-01-22,Groundnut,Sendhwa,1595.0,1611.0,1605.0,Madhya Pradesh,Badwani
2005-01-25,Groundnut,Sendhwa,1556.0,1600.0,1591.0,Madhya Pradesh,Badwani
2005-01-27,Groundnut,Sendhwa,1530.0,1561.0,1561.0,Madhya Pradesh,Badwani
2005-01-28,Groundnut,Sendhwa,1512.0,1550.0,1521.0,Madhya Pradesh,Badwani
2005-01-29,Groundnut,Sendhwa,1511.0,1515.0,1511.0,Madhya Pradesh,Badwani
2005-01-31,Groundnut,Sendhwa,1500.0,1500.0,1500.0,Madhya Pradesh,Badwani
2005-02-01,Groundnut,Sendhwa,1505.0,1511.0,1505.0,Madhya Pradesh,Badwani
2005-02-02,Groundnut,Sendhwa,1500.0,1500.0,1500.0,Madhya Pradesh,Badwani
2005-02-03,Groundnut,Sendhwa,1500.0,1525.0,1511.0,Madhya Pradesh,Badwani
2005-02-04,Groundnut,Sendhwa,1521.0,1585.0,1553.0,Madhya Pradesh,Badwani
2005-02-05,Groundnut,Sendhwa,1601.0,1622.0,1611.0,Madhya Pradesh,Badwani
2005-02-07,Groundnut,Sendhwa,1550.0,1551.0,1550.0,Madhya Pradesh,Badwani
2005-02-08,Groundnut,Sendhwa,1570.0,1614.0,1605.0,Madhya Pradesh,Badwani
2005-02-09,Groundnut,Sendhwa,1590.0,1600.0,1600.0,Madhya Pradesh,Badwani
2005-02-10,Groundnut,Sendhwa,1551.0,1556.0,1555.0,Madhya Pradesh,Badwani
2005-02-11,Groundnut,Sendhwa,1575.0,1616.0,1600.0,Madhya Pradesh,Badwani
